name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,serving_size_g,serving_size_issue,serving_size_g_clean,risk_energy,risk_fat_total,risk_saturated_fat,risk_sodium,risk_sugar,label_konsumsi,alasan_label,garam_g_estimasi,risk_energy_score,risk_fat_total_score,risk_saturated_fat_score,risk_sodium_score,risk_sugar_score,total_risk_score,persen_akg_energi,persen_akg_protein,persen_akg_lemak_total,persen_akg_karbohidrat,persen_akg_serat,persen_akg_natrium,persen_akg_garam,manufacturer_clean
lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau,Tidak Diketahui,8 g,160.0,8.0,25.0,3.0,0.0,135.0,0.0,7.44,13.33,7.69,4.48,9.0,0.0,9.0,14.0,8.0,0.0,0.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.3375,0,0,0,0,0,0,6.04,12.31,4.0,5.81,0.0,9.0,9.0,Tidak Diketahui
Cheesecake Factory oreo milkshake,Tidak Diketahui,3 g,1680.0,27.0,183.0,94.0,131.0,0.0,3.0,78.14,45.0,56.31,140.3,0.0,0.0,0.0,0.0,57.0,79.0,141.0,0.0,3.0,0,3.0,Waspada,Waspada,Aman,Aman,Waspada,Waspada,energi %AKG tinggi (78.14%); lemak total %AKG tinggi (140.30%); gula tinggi (131.00 g),0.0,2,2,0,0,2,6,63.4,41.54,125.33,42.56,8.11,0.0,0.0,Tidak Diketahui
Roma Marie Gold,PT. Mayora Indah Tbk.,2 g,90.0,2.0,15.0,3.0,4.0,0.0,0.0,4.19,3.33,4.62,4.48,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.4,3.08,4.0,3.49,0.0,0.0,0.0,PT. Mayora Indah Tbk.
Supermi Extra Mie Goreng rasa Ayam pangsit,PT. INDOFOOD CBP SUKSES MAKMUR,10 g,510.0,10.0,70.0,21.0,0.0,1130.0,0.0,23.72,16.67,21.54,31.34,75.33,0.0,76.0,0.0,0.0,24.0,32.0,0.0,10.0,0,10.0,Waspada,Waspada,Aman,Waspada,Aman,Waspada,energi %AKG tinggi (23.72%); lemak total %AKG tinggi (31.34%); natrium %AKG tinggi (75.33%),2.825,2,2,0,2,0,6,19.25,15.38,28.0,16.28,0.0,75.33,75.33,PT. INDOFOOD CBP SUKSES MAKMUR
Mie sedap instan goreng kriuk,PT. Prakarsa Alam Segar,8 g,160.0,9.0,57.0,18.0,6.0,1170.0,8.0,19.53,15.0,17.54,26.87,78.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,8.0,0,8.0,Batasi,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (19.53%); lemak total %AKG tinggi (26.87%); lemak jenuh %AKG tinggi (40.00%); natrium %AKG tinggi (78.00%),2.925,1,2,2,2,0,7,6.04,13.85,24.0,13.26,21.62,78.0,78.0,PT. Prakarsa Alam Segar
Ice Cone,Tidak Diketahui,0 g,190.0,5.0,32.0,4.5,24.0,0.0,0.0,8.84,8.33,9.85,6.72,0.0,0.0,0.0,9.0,10.0,9.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (24.00 g),0.0,0,0,0,0,2,2,7.17,7.69,6.0,7.44,0.0,0.0,0.0,Tidak Diketahui
TOPOKI Mujigae,Tidak Diketahui,11 g,410.0,11.0,78.0,7.0,0.0,1390.0,0.0,19.07,18.33,24.0,10.45,92.67,0.0,93.0,0.0,24.0,20.0,0.0,0.0,11.0,0,11.0,Batasi,Batasi,Aman,Waspada,Aman,Waspada,energi %AKG sedang (19.07%); lemak total %AKG sedang (10.45%); natrium %AKG tinggi (92.67%),3.475,1,1,0,2,0,4,15.47,16.92,9.33,18.14,0.0,92.67,92.67,Tidak Diketahui
ABC EXO milk coffe,PT. ABC president indonesia,2 g,160.0,8.0,24.0,24.0,22.0,0.0,2.0,7.44,13.33,7.38,35.82,0.0,0.0,0.0,14.0,0.0,8.0,36.0,0.0,2.0,0,2.0,Aman,Waspada,Aman,Aman,Waspada,Waspada,lemak total %AKG tinggi (35.82%); gula tinggi (22.00 g),0.0,0,2,0,0,2,4,6.04,12.31,32.0,5.58,5.41,0.0,0.0,PT. ABC president indonesia
MAESTRO MAYONAISE,Tidak Diketahui,0 g,90.0,0.0,2.0,9.0,0.0,210.0,0.0,4.19,0.0,0.62,13.43,14.0,0.0,14.0,0.0,0.0,5.0,14.0,0.0,0.0,1,2.0,Aman,Batasi,Aman,Batasi,Aman,Batasi,lemak total %AKG sedang (13.43%); natrium %AKG sedang (14.00%),0.525,0,1,0,1,0,2,3.4,0.0,12.0,0.47,0.0,14.0,14.0,Tidak Diketahui
Susu Ultra Milk Low Fat,"PT. Ultrajaya Milk Industry, Tbk",7 g,90.0,7.0,11.0,2.5,0.0,105.0,0.0,4.19,11.67,3.38,3.73,7.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,7.0,0,7.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.2625,0,0,0,0,0,0,3.4,10.77,3.33,2.56,0.0,7.0,7.0,PT. Ultrajaya Milk Industry Tbk.
ROYCO BUMBU AYAM SAUS TELUR ASIN,Tidak Diketahui,1 g,30.0,1.0,2.0,1.5,0.0,50.0,0.0,1.4,1.67,0.62,2.24,3.33,0.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.125,0,0,0,0,0,0,1.13,1.54,2.0,0.47,0.0,3.33,3.33,Tidak Diketahui
Keju parmesan,Tidak Diketahui,28.42 g,420.0,28.42,13.91,27.84,0.0,0.0,0.0,19.53,47.37,4.28,41.55,0.0,0.0,0.0,48.0,0.0,20.0,42.0,0.0,28.42,0,28.42,Batasi,Waspada,Aman,Aman,Aman,Waspada,energi %AKG sedang (19.53%); lemak total %AKG tinggi (41.55%),0.0,1,2,0,0,0,3,15.85,43.72,37.12,3.23,0.0,0.0,0.0,Tidak Diketahui
Indomie Goreng Rasa Rendang,PT. Indofood CBP Sukses Makmur Tbk.,3 g,150.0,9.0,59.0,16.0,9.0,1060.0,3.0,19.53,15.0,18.15,23.88,70.67,40.0,71.0,0.0,0.0,0.0,24.0,0.0,3.0,0,3.0,Batasi,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (19.53%); lemak total %AKG tinggi (23.88%); lemak jenuh %AKG tinggi (40.00%); natrium %AKG tinggi (70.67%),2.65,1,2,2,2,0,7,5.66,13.85,21.33,13.72,8.11,70.67,70.67,PT. Indofood CBP Sukses Makmur Tbk.
Biokul plain yogurt,PT. Sukanda djaya,5 g,90.0,5.0,15.0,0.5,7.0,0.0,0.0,4.19,8.33,4.62,0.75,0.0,0.0,0.0,9.0,5.0,5.0,0.0,0.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.4,7.69,0.67,3.49,0.0,0.0,0.0,PT. Sukanda djaya
Mr. Bread Roti tawar kupas,PT. Mr. Bread Company,1.50 g,119.0,4.5,21.5,2.0,1.0,209.0,1.5,5.53,7.5,6.62,2.99,13.93,0.0,14.0,8.0,7.0,0.0,0.0,0.0,1.5,0,1.5,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (13.93%),0.5225,0,0,0,1,0,1,4.49,6.92,2.67,5.0,4.05,13.93,13.93,PT. Mr. Bread Company
Teh Kotak Rasa Lemon,"PT. ULTRA JAYA MILK INDUSTRY&TRADING CO.,TBK",0 g,100.0,0.0,23.0,0.0,20.0,25.0,0.0,4.65,0.0,7.08,0.0,1.67,0.0,2.0,0.0,8.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (20.00 g),0.0625,0,0,0,0,2,2,3.77,0.0,0.0,5.35,0.0,1.67,1.67,PT. ULTRA JAYA MILK INDUSTRY&TRADING CO. Tbk.
SUN Bubur Bayi,PT. Indofood CBP Sukses Makmur Tbk.,4 g,160.0,4.0,31.0,2.5,0.0,100.0,0.0,7.44,6.67,9.54,3.73,6.67,0.0,7.0,0.0,10.0,8.0,0.0,0.0,4.0,0,4.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.25,0,0,0,0,0,0,6.04,6.15,3.33,7.21,0.0,6.67,6.67,PT. Indofood CBP Sukses Makmur Tbk.
Mie Sedaap Cup Mi Kuah Soto,PT.Wings food,7 g,370.0,8.0,48.0,16.0,2.0,1070.0,7.0,17.21,13.33,14.77,23.88,71.33,0.0,72.0,0.0,0.0,18.0,24.0,0.0,7.0,0,7.0,Batasi,Waspada,Aman,Waspada,Aman,Waspada,energi %AKG sedang (17.21%); lemak total %AKG tinggi (23.88%); natrium %AKG tinggi (71.33%),2.675,1,2,0,2,0,5,13.96,12.31,21.33,11.16,18.92,71.33,71.33,PT. Wings food
Nutricake Brownies Coklat,Tidak Diketahui,2 g,160.0,2.0,33.0,2.5,0.0,90.0,0.0,7.44,3.33,10.15,3.73,6.0,0.0,6.0,0.0,11.0,8.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.225,0,0,0,0,0,0,6.04,3.08,3.33,7.67,0.0,6.0,6.0,Tidak Diketahui
vanhouten cocoa powder,PT. Perusahaan Industri Ceres,6 g,120.0,6.0,15.0,4.0,0.0,0.0,0.0,5.58,10.0,4.62,5.97,0.0,0.0,0.0,10.0,0.0,6.0,6.0,0.0,6.0,0,6.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.53,9.23,5.33,3.49,0.0,0.0,0.0,PT. Perusahaan Industri Ceres
Honey Stars,PT. Nestle Indonesia,1 g,110.0,1.0,25.0,0.5,8.0,0.0,1.0,5.12,1.67,7.69,0.75,0.0,0.0,0.0,0.0,8.0,6.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.15,1.54,0.67,5.81,2.7,0.0,0.0,PT. Nestle Indonesia
Indomie mi rendang,PT. Indofood CBP Sukses Makmur Tbk.,3 g,420.0,9.0,59.0,16.0,9.0,0.0,3.0,19.53,15.0,18.15,23.88,0.0,0.0,0.0,0.0,19.0,20.0,24.0,0.0,3.0,0,3.0,Batasi,Waspada,Aman,Aman,Aman,Waspada,energi %AKG sedang (19.53%); lemak total %AKG tinggi (23.88%),0.0,1,2,0,0,0,3,15.85,13.85,21.33,13.72,8.11,0.0,0.0,PT. Indofood CBP Sukses Makmur Tbk.
Origo coffe es kopi susu,Tidak Diketahui,6.23 g,191.0,6.23,25.88,7.22,20.51,0.0,0.0,8.88,10.38,7.96,10.78,0.0,0.0,0.0,11.0,0.0,9.0,11.0,0.0,6.23,0,6.23,Aman,Batasi,Aman,Aman,Waspada,Waspada,lemak total %AKG sedang (10.78%); gula tinggi (20.51 g),0.0,0,1,0,0,2,3,7.21,9.58,9.63,6.02,0.0,0.0,0.0,Tidak Diketahui
Mie Sedaap instan white curry,PT. Prakarsa Alam Segar,2 g,360.0,8.0,50.0,14.0,3.0,840.0,2.0,16.74,13.33,15.38,20.9,56.0,0.0,56.0,0.0,0.0,17.0,21.0,0.0,2.0,0,2.0,Batasi,Waspada,Aman,Waspada,Aman,Waspada,energi %AKG sedang (16.74%); lemak total %AKG tinggi (20.90%); natrium %AKG tinggi (56.00%),2.1,1,2,0,2,0,5,13.58,12.31,18.67,11.63,5.41,56.0,56.0,PT. Prakarsa Alam Segar
Sarimi Gelas Rasa Soto Ayam,PT. Indofood CBP Sukses Makmur Tbk,2 g,60.0,3.0,16.0,7.0,2.0,940.0,2.0,6.51,5.0,4.92,10.45,62.67,0.0,63.0,0.0,0.0,0.0,11.0,7.0,2.0,0,2.0,Aman,Batasi,Aman,Waspada,Aman,Waspada,lemak total %AKG sedang (10.45%); natrium %AKG tinggi (62.67%),2.35,0,1,0,2,0,3,2.26,4.62,9.33,3.72,5.41,62.67,62.67,PT. Indofood CBP Sukses Makmur Tbk.
MYTEA Teh Oolong 450 ml,PT. Suntory Garuda Beverage,0 g,0.0,0.0,18.0,0.0,0.0,20.0,0.0,3.26,0.0,5.54,0.0,1.33,0.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.05,0,0,0,0,0,0,0.0,0.0,0.0,4.19,0.0,1.33,1.33,PT. Suntory Garuda Beverage
Kuaci Rebo green tea,PT. Gumindo Bogamanis,2 g,110.0,6.0,2.0,9.0,1.0,180.0,2.0,5.12,10.0,0.62,13.43,12.0,0.0,12.0,10.0,0.0,0.0,14.0,0.0,2.0,0,2.0,Aman,Batasi,Aman,Batasi,Aman,Batasi,lemak total %AKG sedang (13.43%); natrium %AKG sedang (12.00%),0.45,0,1,0,1,0,2,4.15,9.23,12.0,0.47,5.41,12.0,12.0,PT. Gumindo Bogamanis
Nestle corn flakes,PT. Nestle Indonesia,2 g,110.0,2.0,24.0,0.5,0.0,0.0,0.0,5.12,3.33,7.38,0.75,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.15,3.08,0.67,5.58,0.0,0.0,0.0,PT. Nestle Indonesia
Mi ABC cup soto ayam,PT.Wings food,4 g,280.0,7.0,34.0,13.0,2.0,0.0,4.0,13.02,11.67,10.46,19.4,0.0,0.0,0.0,0.0,0.0,14.0,20.0,14.0,4.0,0,4.0,Batasi,Batasi,Aman,Aman,Aman,Batasi,energi %AKG sedang (13.02%); lemak total %AKG sedang (19.40%),0.0,1,1,0,0,0,2,10.57,10.77,17.33,7.91,10.81,0.0,0.0,PT. Wings food
Susu dancow rasa coklat,PT.Nestle Indonesia,5 g,160.0,5.0,23.0,6.0,0.0,100.0,0.0,7.44,8.33,7.08,8.96,6.67,0.0,0.0,9.0,0.0,8.0,9.0,0.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.25,0,0,0,0,0,0,6.04,7.69,8.0,5.35,0.0,6.67,6.67,PT. Nestle Indonesia
kopi seduh,Tidak Diketahui,0.74 g,5.0,0.74,0.42,0.0,0.0,0.0,0.0,0.23,1.23,0.13,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.74,0,0.74,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.19,1.14,0.0,0.1,0.0,0.0,0.0,Tidak Diketahui
Cornetto Silverqueen,Tidak Diketahui,2 g,110.0,3.0,28.0,12.0,18.0,50.0,2.0,10.7,5.0,8.62,17.91,3.33,40.0,0.0,0.0,0.0,11.0,18.0,0.0,2.0,0,2.0,Batasi,Batasi,Waspada,Aman,Batasi,Waspada,energi %AKG sedang (10.70%); lemak total %AKG sedang (17.91%); lemak jenuh %AKG tinggi (40.00%); gula sedang (18.00 g),0.125,1,1,2,0,1,5,4.15,4.62,16.0,6.51,5.41,3.33,3.33,Tidak Diketahui
Mie Lemonilo kari ayam,PT. Lemonilo Indonesia Sehat,2 g,270.0,8.0,48.0,5.0,1.0,1036.0,2.0,12.56,13.33,14.77,7.46,69.07,0.0,70.0,14.0,15.0,0.0,0.0,0.0,2.0,0,2.0,Batasi,Aman,Aman,Waspada,Aman,Waspada,energi %AKG sedang (12.56%); natrium %AKG tinggi (69.07%),2.59,1,0,0,2,0,3,10.19,12.31,6.67,11.16,5.41,69.07,69.07,PT. Lemonilo Indonesia Sehat
Bamboe Bumbu Rawon,Tidak Diketahui,1 g,15.0,1.0,2.0,1.5,1.0,1020.0,1.0,1.16,1.67,0.62,2.24,68.0,3.0,68.0,0.0,0.0,0.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (68.00%),2.55,0,0,0,2,0,2,0.57,1.54,2.0,0.47,2.7,68.0,68.0,Tidak Diketahui
Fruit Tea yuzu,PT.Sinar Sosro,0 g,220.0,0.0,54.0,0.0,50.0,0.0,0.0,10.23,0.0,16.62,0.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,1,2.0,Batasi,Aman,Aman,Aman,Waspada,Waspada,energi %AKG sedang (10.23%); gula tinggi (50.00 g),0.0,1,0,0,0,2,3,8.3,0.0,0.0,12.56,0.0,0.0,0.0,PT. Sinar Sosro
yuzu tea,Tidak Diketahui,0 g,140.0,0.0,34.0,0.0,0.0,20.0,0.0,6.51,0.0,10.46,0.0,1.33,0.0,2.0,0.0,11.0,7.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.05,0,0,0,0,0,0,5.28,0.0,0.0,7.91,0.0,1.33,1.33,Tidak Diketahui
Keju Snow Brand Cheddar,PT. Megmilk Snow Brand Indonesia,5 g,100.0,5.0,2.0,8.0,0.0,360.0,0.0,4.65,8.33,0.62,11.94,24.0,0.0,24.0,9.0,0.0,0.0,12.0,0.0,5.0,0,5.0,Aman,Batasi,Aman,Waspada,Aman,Waspada,lemak total %AKG sedang (11.94%); natrium %AKG tinggi (24.00%),0.9,0,1,0,2,0,3,3.77,7.69,10.67,0.47,0.0,24.0,24.0,PT. Megmilk Snow Brand Indonesia
Sonice Chicken nugget,PT. So Good Food Manufacturing,16 g,250.0,16.0,14.0,14.0,0.0,0.0,0.0,11.63,26.67,4.31,20.9,0.0,0.0,0.0,27.0,0.0,12.0,21.0,0.0,16.0,0,16.0,Batasi,Waspada,Aman,Aman,Aman,Waspada,energi %AKG sedang (11.63%); lemak total %AKG tinggi (20.90%),0.0,1,2,0,0,0,3,9.43,24.62,18.67,3.26,0.0,0.0,0.0,PT. So Good Food Manufacturing
"Tony roma's onion loaf (full, with bbq sauce)",Tidak Diketahui,23 g,1200.0,23.0,205.0,23.0,12.0,0.0,0.0,55.81,38.33,63.08,34.33,0.0,0.0,0.0,39.0,64.0,56.0,0.0,0.0,23.0,0,23.0,Waspada,Waspada,Aman,Aman,Batasi,Waspada,energi %AKG tinggi (55.81%); lemak total %AKG tinggi (34.33%); gula sedang (12.00 g),0.0,2,2,0,0,1,5,45.28,35.38,30.67,47.67,0.0,0.0,0.0,Tidak Diketahui
SUPERIOR Bihun Jagung urai,PT. Tiga Pilar Sejahtera,6 g,250.0,0.0,61.0,0.0,0.0,30.0,6.0,11.63,0.0,18.77,0.0,2.0,0.0,0.0,0.0,19.0,12.0,0.0,20.0,6.0,0,6.0,Batasi,Aman,Aman,Aman,Aman,Batasi,energi %AKG sedang (11.63%),0.075,1,0,0,0,0,1,9.43,0.0,0.0,14.19,16.22,2.0,2.0,PT. Tiga Pilar Sejahtera
Fox's Fruits,PT. Jaya Utama Santika,0 g,15.0,0.0,4.0,0.0,3.0,0.0,0.0,0.7,0.0,1.23,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.57,0.0,0.0,0.93,0.0,0.0,0.0,PT. Jaya Utama Santika
Keju greenfields ricotta,PT. Greenfield Indonesia,0 g,110.0,4.0,2.0,9.0,1.0,0.0,0.0,5.12,6.67,0.62,13.43,0.0,0.0,0.0,7.0,0.0,6.0,14.0,0.0,0.0,1,2.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (13.43%),0.0,0,1,0,0,0,1,4.15,6.15,12.0,0.47,0.0,0.0,0.0,PT. Greenfield Indonesia
Indomie goreng Jumbo,PT. Indofood CBP Sukses Makmur Tbk.,31 g,560.0,21.0,80.0,13.0,13.0,0.0,31.0,26.05,35.0,24.62,19.4,0.0,0.0,0.0,35.0,0.0,27.0,0.0,104.0,31.0,0,31.0,Waspada,Batasi,Aman,Aman,Batasi,Waspada,energi %AKG tinggi (26.05%); lemak total %AKG sedang (19.40%); gula sedang (13.00 g),0.0,2,1,0,0,1,4,21.13,32.31,17.33,18.6,83.78,0.0,0.0,PT. Indofood CBP Sukses Makmur Tbk.
Cimory Yogurt Squeeze Peach,Tidak Diketahui,2 g,70.0,2.0,11.0,2.0,0.0,60.0,0.0,3.26,3.33,3.38,2.99,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.15,0,0,0,0,0,0,2.64,3.08,2.67,2.56,0.0,4.0,4.0,Tidak Diketahui
Yogurt frozen pinkberry (Besar),Tidak Diketahui,0 g,390.0,15.0,81.0,1.0,77.0,0.0,0.0,18.14,25.0,24.92,1.49,0.0,0.0,0.0,25.0,25.0,19.0,0.0,0.0,0.0,1,2.0,Batasi,Aman,Aman,Aman,Waspada,Waspada,energi %AKG sedang (18.14%); gula tinggi (77.00 g),0.0,1,0,0,0,2,3,14.72,23.08,1.33,18.84,0.0,0.0,0.0,Tidak Diketahui
Bamboe soto daging,PT. Bamboe Indonesia,1 g,5.0,1.0,2.0,0.5,1.0,730.0,1.0,0.93,1.67,0.62,0.75,48.67,0.0,49.0,2.0,0.0,0.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (48.67%),1.825,0,0,0,2,0,2,0.19,1.54,0.67,0.47,2.7,48.67,48.67,PT. Bamboe Indonesia
Masako Kaldu Ayam,PT. AJINOMOTO INDONESIA,0 g,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,40.67,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (40.67%),1.525,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,40.67,40.67,PT. AJINOMOTO INDONESIA
Cimory Fresh Milk Cashew,Tidak Diketahui,10 g,260.0,10.0,33.0,9.0,0.0,140.0,0.0,12.09,16.67,10.15,13.43,9.33,0.0,0.0,17.0,0.0,13.0,14.0,0.0,10.0,0,10.0,Batasi,Batasi,Aman,Aman,Aman,Batasi,energi %AKG sedang (12.09%); lemak total %AKG sedang (13.43%),0.35,1,1,0,0,0,2,9.81,15.38,12.0,7.67,0.0,9.33,9.33,Tidak Diketahui
Kopi Indocafe cappuccino,PT. Sari Incofood,2 g,110.0,2.0,19.0,3.0,14.0,0.0,0.0,5.12,3.33,5.85,4.48,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (14.00 g),0.0,0,0,0,0,1,1,4.15,3.08,4.0,4.42,0.0,0.0,0.0,PT. Sari Incofood
nestle sereal corn flakes,Tidak Diketahui,2 g,110.0,2.0,24.0,0.5,0.0,180.0,0.0,5.12,3.33,7.38,0.75,12.0,0.0,12.0,0.0,8.0,6.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (12.00%),0.45,0,0,0,1,0,1,4.15,3.08,0.67,5.58,0.0,12.0,12.0,Tidak Diketahui
Good time double choc,PT. Arrnott's Indonesia,2 g,30.0,1.0,11.0,3.5,4.0,80.0,2.0,3.72,1.67,3.38,5.22,5.33,13.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (13.00%),0.2,0,0,1,0,0,1,1.13,1.54,4.67,2.56,5.41,5.33,5.33,PT. Arrnott's Indonesia
Nestle Carnation (kental manis),PT. Nestle Indonesia,1 g,100.0,1.0,17.0,3.0,16.0,0.0,0.0,4.65,1.67,5.23,4.48,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (16.00 g),0.0,0,0,0,0,1,1,3.77,1.54,4.0,3.95,0.0,0.0,0.0,PT. Nestle Indonesia
Yogurt greek heavenly blush honey,PT. Heavenly nutrition indonesia,2 g,180.0,5.0,18.0,10.0,9.0,40.0,2.0,8.37,8.33,5.54,14.93,2.67,0.0,0.0,9.0,0.0,9.0,15.0,0.0,2.0,0,2.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (14.93%),0.1,0,1,0,0,0,1,6.79,7.69,13.33,4.19,5.41,2.67,2.67,PT. Heavenly nutrition indonesia
Mie gaga,"PT. Jakarana tama, bogor",9 g,330.0,9.0,45.0,13.0,0.0,240.0,0.0,15.35,15.0,13.85,19.4,16.0,0.0,16.0,0.0,0.0,16.0,20.0,0.0,9.0,0,9.0,Batasi,Batasi,Aman,Batasi,Aman,Batasi,energi %AKG sedang (15.35%); lemak total %AKG sedang (19.40%); natrium %AKG sedang (16.00%),0.6,1,1,0,1,0,3,12.45,13.85,17.33,10.47,0.0,16.0,16.0,"PT. Jakarana tama, bogor"
Susu Ultra Rasa Strawberry,Tidak Diketahui,6 g,140.0,6.0,22.0,3.5,0.0,50.0,0.0,6.51,10.0,6.77,5.22,3.33,0.0,0.0,10.0,7.0,7.0,0.0,0.0,6.0,0,6.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.125,0,0,0,0,0,0,5.28,9.23,4.67,5.12,0.0,3.33,3.33,Tidak Diketahui
WRP on the go (cokelat),PT.Nutrifood indonesia,6 g,150.0,7.0,24.0,3.0,16.0,0.0,6.0,6.98,11.67,7.38,4.48,0.0,0.0,0.0,12.0,8.0,0.0,0.0,20.0,6.0,0,6.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (16.00 g),0.0,0,0,0,0,1,1,5.66,10.77,4.0,5.58,16.22,0.0,0.0,PT. Nutrifood indonesia
Lemon pepper (classic wings),Tidak Diketahui,1 g,180.0,15.0,1.0,13.0,0.0,0.0,1.0,8.37,25.0,0.31,19.4,0.0,0.0,0.0,25.0,0.0,9.0,20.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (19.40%),0.0,0,1,0,0,0,1,6.79,23.08,17.33,0.23,2.7,0.0,0.0,Tidak Diketahui
Susu Ultra Milk Full cream (kotak),"PT. Ultrajaya Milk Industry, Tbk",8 g,150.0,8.0,12.0,8.0,0.0,0.0,0.0,6.98,13.33,3.69,11.94,0.0,0.0,0.0,14.0,0.0,7.0,12.0,0.0,8.0,0,8.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (11.94%),0.0,0,1,0,0,0,1,5.66,12.31,10.67,2.79,0.0,0.0,0.0,PT. Ultrajaya Milk Industry Tbk.
Qtela tempe original,PT. Indofood Fritolay Makmur,4 g,70.0,4.0,8.0,7.0,0.0,125.0,0.0,5.12,6.67,2.46,10.45,8.33,15.0,9.0,0.0,0.0,0.0,11.0,0.0,4.0,0,4.0,Aman,Batasi,Batasi,Aman,Aman,Batasi,lemak total %AKG sedang (10.45%); lemak jenuh %AKG sedang (15.00%),0.3125,0,1,1,0,0,2,2.64,6.15,9.33,1.86,0.0,8.33,8.33,PT. Indofood Fritolay Makmur
